Original Sentence,Stemmed Tokens,Stemmed Sentence
"The water temperature in the Sea of Marmara is also colder than the Aegean and Mediterranean Seas, with the water temperature reaching only between 20° and 24 °C during the summer (June, July and August) and the swimming season is restricted to those summer months.","water, temperatur, sea, marmara, also, colder, aegean, mediterranean, sea, water, temperatur, reach, c, summer, june, juli, august, swim, season, restrict, summer, month",water temperatur sea marmara also colder aegean mediterranean sea water temperatur reach c summer june juli august swim season restrict summer month
The Black Sea region has an oceanic climate (thanks to the protective shield effect of Caucasus mountains) with the greatest amount of precipitation and is the only region of Turkey that receives high precipitation throughout the year.,"black, sea, region, ocean, climat, thank, protect, shield, effect, caucasu, mountain, greatest, amount, precipit, region, turkey, receiv, high, precipit, throughout, year",black sea region ocean climat thank protect shield effect caucasu mountain greatest amount precipit region turkey receiv high precipit throughout year
"The eastern part of that coast averages 2,500mm annually which is the highest precipitation in the country.","eastern, part, coast, averag, mm, annual, highest, precipit, countri",eastern part coast averag mm annual highest precipit countri
Summers are warm and humid while the winters are cool and damp.,"summer, warm, humid, winter, cool, damp",summer warm humid winter cool damp
"Snow is common at coastal areas, although it doesn’t stay on the ground for long and is limited to only a few days every winter, though mountains are very snowy as it is expected to be and are frequently not passable, there are glaciers around the year in the highest zones.","snow, common, coastal, area, although, stay, ground, long, limit, day, everi, winter, though, mountain, snowi, expect, frequent, passabl, glacier, around, year, highest, zone",snow common coastal area although stay ground long limit day everi winter though mountain snowi expect frequent passabl glacier around year highest zone
The water temperature along the Turkish Black Sea coast varies between 10° and 20 °C through the year.,"water, temperatur, along, turkish, black, sea, coast, vari, c, year",water temperatur along turkish black sea coast vari c year
Most of the coastal areas have a high level of relative humidity during most of the year which makes hot weather feel hotter and cold weather feel colder than it actually is.,"coastal, area, high, level, rel, humid, year, make, hot, weather, feel, hotter, cold, weather, feel, colder, actual",coastal area high level rel humid year make hot weather feel hotter cold weather feel colder actual
"Interior areas like Ankara, generally have hot summers (though the nights are cool enough to make someone who is wearing only a thin t-shirt uncomfortable outdoors) and cold and snowy winters.","interior, area, like, ankara, gener, hot, summer, though, night, cool, enough, make, someon, wear, thin, tshirt, uncomfort, outdoor, cold, snowi, winter",interior area like ankara gener hot summer though night cool enough make someon wear thin tshirt uncomfort outdoor cold snowi winter
"The more easterly the location is, the colder the winters are and the heavier the snow is.","easterli, locat, colder, winter, heavier, snow",easterli locat colder winter heavier snow
The northeastern part (around Erzurum and Kars) is the only inland area which has cool and rainy summers.,"northeastern, part, around, erzurum, kar, inland, area, cool, raini, summer",northeastern part around erzurum kar inland area cool raini summer
"The southeastern region near the Syrian border has a desert-like climate, temperature is frequently above 40 °C during summers with no rain.","southeastern, region, near, syrian, border, desertlik, climat, temperatur, frequent, c, summer, rain",southeastern region near syrian border desertlik climat temperatur frequent c summer rain
Snowfall is occasional in winter.,"snowfal, occasion, winter",snowfal occasion winter
"Atatürk International AirportIstanbul Atatürk International Airport (IATA: IST, ICAO: LTBA), is a major international airport in Turkey.","atatrk, intern, airportistanbul, atatrk, intern, airport, iata, ist, icao, ltba, major, intern, airport, turkey",atatrk intern airportistanbul atatrk intern airport iata ist icao ltba major intern airport turkey
"It is located in Yeşilköy, on the European side of Istanbul, 24 kilometres (15 miles) west of the city centre.","locat, yeilki, european, side, istanbul, kilometr, mile, west, citi, centr",locat yeilki european side istanbul kilometr mile west citi centr
"Flag carrier Turkish Airlines is based in IST and has a very extensive network of flights throughout all of Europe, the Middle East, Asia, parts of Africa and a few flights to North America.","flag, carrier, turkish, airlin, base, ist, extens, network, flight, throughout, europ, middl, east, asia, part, africa, flight, north, america",flag carrier turkish airlin base ist extens network flight throughout europ middl east asia part africa flight north america
"Dozens of airlines serve the same destinations, among which are KLM, Singapore Airlines, Lufthansa, Air France, Malaysia Airlines, Delta Airlines and Aeroflot.","dozen, airlin, serv, destin, among, klm, singapor, airlin, lufthansa, air, franc, malaysia, airlin, delta, airlin, aeroflot",dozen airlin serv destin among klm singapor airlin lufthansa air franc malaysia airlin delta airlin aeroflot
"Sabiha Gökçen International AirportSabiha Gökçen International Airport (IATA: SAW, ICAO: LTFJ), located 35 kilometres (22 miles) southeast of Istanbul, is on the Asian side of the city.","sabiha, gken, intern, airportsabiha, gken, intern, airport, iata, saw, icao, ltfj, locat, kilometr, mile, southeast, istanbul, asian, side, citi",sabiha gken intern airportsabiha gken intern airport iata saw icao ltfj locat kilometr mile southeast istanbul asian side citi
The newly expanded SAW has a growing number of flights and is mainly catering to charter flights from Europe and low-cost carriers.,"newli, expand, saw, grow, number, flight, mainli, cater, charter, flight, europ, lowcost, carrier",newli expand saw grow number flight mainli cater charter flight europ lowcost carrier
Pegasus Airlines and Turkish Airlines have the most connections from this airport.,"pegasu, airlin, turkish, airlin, connect, airport",pegasu airlin turkish airlin connect airport
"Other carriers include Air Arabia (Sharjah), Corendon Airlines (Amsterdam) and easyJet (London).","carrier, includ, air, arabia, sharjah, corendon, airlin, amsterdam, easyjet, london",carrier includ air arabia sharjah corendon airlin amsterdam easyjet london
"Other airportsThe Esenboğa International Airport (ESB) near the capital Ankara has some international flights as well, mainly from places like London, Frankfurt and Vienna and a few destinations in Asia, like Kabul.","airportsth, esenboa, intern, airport, esb, near, capit, ankara, intern, flight, well, mainli, place, like, london, frankfurt, vienna, destin, asia, like, kabul",airportsth esenboa intern airport esb near capit ankara intern flight well mainli place like london frankfurt vienna destin asia like kabul
Turkish Airlines has the most flights.,"turkish, airlin, flight",turkish airlin flight
"Lots of charter airlines fly to other airports in the west and south along the Turkish Coast and cater almost exclusively to package tourists from the west of Europe, although some cheap flights might be a good alternative for the more adventurous travellers to start their trips in places like Bodrum, Dalaman, Antalya or Alanya.","lot, charter, airlin, fli, airport, west, south, along, turkish, coast, cater, almost, exclus, packag, tourist, west, europ, although, cheap, flight, might, good, altern, adventur, travel, start, trip, place, like, bodrum, dalaman, antalya, alanya",lot charter airlin fli airport west south along turkish coast cater almost exclus packag tourist west europ although cheap flight might good altern adventur travel start trip place like bodrum dalaman antalya alanya
Especially Antalya Airport and Dalaman Airport have numerous airlines flying there and Antalya Airport is in fact the second busiest airport in the country.,"especi, antalya, airport, dalaman, airport, numer, airlin, fli, antalya, airport, fact, second, busiest, airport, countri",especi antalya airport dalaman airport numer airlin fli antalya airport fact second busiest airport countri
"Also, Izmir Adnan Menderes Airport is one of the busier airports in the region.","also, izmir, adnan, mender, airport, one, busier, airport, region",also izmir adnan mender airport one busier airport region
