Original Sentence,Lemmatized Tokens,Lemmatized Sentence
The Black Sea region has an oceanic climate (thanks to the protective shield effect of Caucasus mountains) with the greatest amount of precipitation and is the only region of Turkey that receives high precipitation throughout the year.,"black, sea, region, oceanic, climate, thanks, protective, shield, effect, caucasus, mountain, greatest, amount, precipitation, region, turkey, receives, high, precipitation, throughout, year",black sea region oceanic climate thanks protective shield effect caucasus mountain greatest amount precipitation region turkey receives high precipitation throughout year
"The eastern part of that coast averages 2,500mm annually which is the highest precipitation in the country.","eastern, part, coast, average, mm, annually, highest, precipitation, country",eastern part coast average mm annually highest precipitation country
Summers are warm and humid while the winters are cool and damp.,"summer, warm, humid, winter, cool, damp",summer warm humid winter cool damp
"Snow is common at coastal areas, although it doesn’t stay on the ground for long and is limited to only a few days every winter, though mountains are very snowy as it is expected to be and are frequently not passable, there are glaciers around the year in the highest zones.","snow, common, coastal, area, although, stay, ground, long, limited, day, every, winter, though, mountain, snowy, expected, frequently, passable, glacier, around, year, highest, zone",snow common coastal area although stay ground long limited day every winter though mountain snowy expected frequently passable glacier around year highest zone
The water temperature along the Turkish Black Sea coast varies between 10° and 20 °C through the year.,"water, temperature, along, turkish, black, sea, coast, varies, c, year",water temperature along turkish black sea coast varies c year
Most of the coastal areas have a high level of relative humidity during most of the year which makes hot weather feel hotter and cold weather feel colder than it actually is.,"coastal, area, high, level, relative, humidity, year, make, hot, weather, feel, hotter, cold, weather, feel, colder, actually",coastal area high level relative humidity year make hot weather feel hotter cold weather feel colder actually
"Interior areas like Ankara, generally have hot summers (though the nights are cool enough to make someone who is wearing only a thin t-shirt uncomfortable outdoors) and cold and snowy winters.","interior, area, like, ankara, generally, hot, summer, though, night, cool, enough, make, someone, wearing, thin, tshirt, uncomfortable, outdoors, cold, snowy, winter",interior area like ankara generally hot summer though night cool enough make someone wearing thin tshirt uncomfortable outdoors cold snowy winter
"The more easterly the location is, the colder the winters are and the heavier the snow is.","easterly, location, colder, winter, heavier, snow",easterly location colder winter heavier snow
The northeastern part (around Erzurum and Kars) is the only inland area which has cool and rainy summers.,"northeastern, part, around, erzurum, kars, inland, area, cool, rainy, summer",northeastern part around erzurum kars inland area cool rainy summer
"The southeastern region near the Syrian border has a desert-like climate, temperature is frequently above 40 °C during summers with no rain.","southeastern, region, near, syrian, border, desertlike, climate, temperature, frequently, c, summer, rain",southeastern region near syrian border desertlike climate temperature frequently c summer rain
Snowfall is occasional in winter.,"snowfall, occasional, winter",snowfall occasional winter
"Atatürk International AirportIstanbul Atatürk International Airport (IATA: IST, ICAO: LTBA), is a major international airport in Turkey.","atatrk, international, airportistanbul, atatrk, international, airport, iata, ist, icao, ltba, major, international, airport, turkey",atatrk international airportistanbul atatrk international airport iata ist icao ltba major international airport turkey
"It is located in Yeşilköy, on the European side of Istanbul, 24 kilometres (15 miles) west of the city centre.","located, yeilky, european, side, istanbul, kilometre, mile, west, city, centre",located yeilky european side istanbul kilometre mile west city centre
"Flag carrier Turkish Airlines is based in IST and has a very extensive network of flights throughout all of Europe, the Middle East, Asia, parts of Africa and a few flights to North America.","flag, carrier, turkish, airline, based, ist, extensive, network, flight, throughout, europe, middle, east, asia, part, africa, flight, north, america",flag carrier turkish airline based ist extensive network flight throughout europe middle east asia part africa flight north america
"Dozens of airlines serve the same destinations, among which are KLM, Singapore Airlines, Lufthansa, Air France, Malaysia Airlines, Delta Airlines and Aeroflot.","dozen, airline, serve, destination, among, klm, singapore, airline, lufthansa, air, france, malaysia, airline, delta, airline, aeroflot",dozen airline serve destination among klm singapore airline lufthansa air france malaysia airline delta airline aeroflot
"Sabiha Gökçen International AirportSabiha Gökçen International Airport (IATA: SAW, ICAO: LTFJ), located 35 kilometres (22 miles) southeast of Istanbul, is on the Asian side of the city.","sabiha, gken, international, airportsabiha, gken, international, airport, iata, saw, icao, ltfj, located, kilometre, mile, southeast, istanbul, asian, side, city",sabiha gken international airportsabiha gken international airport iata saw icao ltfj located kilometre mile southeast istanbul asian side city
The newly expanded SAW has a growing number of flights and is mainly catering to charter flights from Europe and low-cost carriers.,"newly, expanded, saw, growing, number, flight, mainly, catering, charter, flight, europe, lowcost, carrier",newly expanded saw growing number flight mainly catering charter flight europe lowcost carrier
Pegasus Airlines and Turkish Airlines have the most connections from this airport.,"pegasus, airline, turkish, airline, connection, airport",pegasus airline turkish airline connection airport
